Experiment,Environment,Condition,WhichSubj,PeakCorr_1,PeakCorr_2,PeakCorr_3,PeakLCI_1,PeakLCI_2,PeakLCI_3,PeakUCI_1,PeakUCI_2,PeakUCI_3,LagAtPeak_1,LagAtPeak_2,LagAtPeak_3,LagLCI_1,LagLCI_2,LagLCI_3,LagUCI_1,LagUCI_2,LagUCI_3,WidthHalfPeak_1,WidthHalfPeak_2,WidthHalfPeak_3,WidthLCI_1,WidthLCI_2,WidthLCI_3,WidthUCI_1,WidthUCI_2,WidthUCI_3,isP,vdist,isRefs
VDIST,Rich,P&AllRefs&Far,subj6,0.296974196030533,0.291192089726717,0.130946443640685,0.273383494245399,0.26242750193725,0.10066978941949,0.320564897815667,0.319956677516183,0.161223097861879,288.888888888889,266.666666666667,800,284.979248055679,251.491351259299,609.39386689821,292.798529722099,281.841982074034,990.60613310179,136.284233537942,157.432824939531,757.827313163528,121.044280812143,146.948285036494,506.179833471831,151.524186263741,167.917364842567,1009.47479285523,P,Far,AllRefs
VDIST,Rich,P&JWalls&Close,subj6,0.392120699567522,0.326034347594531,0.195858815417332,0.353068842089594,0.286756913517944,0.154348551467351,0.431172557045449,0.365311781671119,0.237369079367313,266.666666666667,255.555555555556,311.111111111111,255.233310049548,235.202041791094,271.55059780962,278.100023283785,275.909069320017,350.671624412603,129.996541552733,189.345435703788,443.026825394849,120.243902131193,170.481608646946,250.403267088199,139.749180974272,208.20926276063,635.650383701499,P,Near,JustWalls
VDIST,Rich,P&JWalls&Far,subj6,0.283042148845074,0.259942833082629,0.126127277522056,0.256093090187286,0.228585376409221,0.0989010771816742,0.309991207502862,0.291300289756037,0.153353477862438,288.888888888889,277.777777777778,788.888888888889,273.978717394635,235.20079004711,593.096399879236,303.799060383143,320.354765508446,984.681377898542,145.18749959767,190.120283544627,815.748255582833,134.782021591808,144.154445653325,522.256171927745,155.592977603533,236.086121435929,1109.24033923792,P,Far,JustWalls
VDIST,Rich,NoP&AllRefs&Close,subj6,0.377519940564005,0.334797529970483,0.179075684120384,0.353845919598431,0.306242247562618,0.148283341109836,0.401193961529579,0.363352812378349,0.209868027130931,277.777777777778,255.555555555556,266.666666666667,267.139385649384,246.562202018457,191.914251563988,288.416169906172,264.548909092654,341.419081769346,130.929473774447,175.537690380547,458.846882887805,123.834649250227,162.540268353048,136.199388265902,138.024298298667,188.535112408046,781.494377509708,NoP,Near,AllRefs
VDIST,Rich,NoP&AllRefs&Far,subj6,0.275510059987615,0.259799225956363,0.114712275839942,0.245404454576853,0.22587618271414,0.0892997625797435,0.305615665398376,0.293722269198585,0.140124789100141,277.777777777778,255.555555555556,677.777777777778,265.207843190299,244.07784978415,485.30746018149,290.347712365256,267.033261326961,870.248095374065,144.195348869988,172.31713901356,630.745232077316,134.303889620077,159.26114035737,315.316405891548,154.086808119899,185.373137669751,946.174058263083,NoP,Far,AllRefs
VDIST,Rich,NoP&JWalls&Close,subj6,0.346966307298282,0.316288968576147,0.199254675058801,0.302735262646689,0.291256948650196,0.137476418184089,0.391197351949875,0.341320988502097,0.261032931933513,277.777777777778,244.444444444444,277.777777777778,266.728707218511,233.109898814975,246.540172607519,288.826848337045,255.778990073914,309.015382948037,139.938001276801,170.378043612505,193.711622792628,130.107159908232,152.11544160183,40.7689486869182,149.76884264537,188.640645623179,346.654296898337,NoP,Near,JustWalls
VDIST,Rich,NoP&JWalls&Far,subj6,0.286385675038125,0.265372833882963,0.122303868372259,0.25787312175541,0.23388290862411,0.0969892457427517,0.314898228320841,0.296862759141816,0.147618491001765,288.888888888889,255.555555555556,711.111111111111,277.762640726439,246.574901803921,529.970396192773,300.015137051339,264.53620930719,892.251826029449,141.091578787385,159.411781638848,630.144972144107,132.304084669666,143.207224024223,336.999047339014,149.879072905105,175.616339253472,923.290896949201,NoP,Far,JustWalls
DISP,Sparse,NoP&Close,subj1,0.230955925085934,0.176399960900471,0.226549549566657,0.208167323148763,0.154833513410411,0.203254119284433,0.253744527023105,0.19796640839053,0.249844979848881,277.777777777778,333.333333333333,344.444444444444,257.882760234908,293.299297554438,313.38503149741,297.672795320647,373.367369112229,375.503857391479,171.414581673115,284.576404477257,255.216187459573,141.921359286589,199.734094893868,163.668154418289,200.907804059641,369.418714060647,346.764220500856,NoP,Near,NoRefs
DISP,Sparse,NoP&Far,subj1,0.311374160911586,0.245068167036419,0.166049770899424,0.283439992872442,0.225888321819006,0.131048258745473,0.33930832895073,0.264248012253833,0.201051283053375,266.666666666667,266.666666666667,277.777777777778,253.844318224009,249.633550039588,266.770708358572,279.489015109324,283.699783293745,288.784847196983,131.699165672581,223.279893581555,168.244936502153,121.110902746912,180.26031593216,53.9666952284813,142.287428598251,266.299471230949,282.523177775825,NoP,Far,NoRefs
DISP,Sparse,NoP&Close,subj2,0.185474696982178,0.180933555675536,0.168754652868355,0.16222103229716,0.155727300576694,0.140183947055805,0.208728361667197,0.206139810774377,0.197325358680906,300,344.444444444444,366.666666666667,286.963832006178,327.752168454446,343.548652590124,313.036167993822,361.136720434443,389.784680743209,194.620916222368,200.825807828602,353.714996324296,172.350788971916,177.48856947285,221.966594543304,216.89104347282,224.163046184354,485.463398105288,NoP,Near,NoRefs
DISP,Sparse,NoP&Far,subj2,0.285210134878131,0.24754457219317,0.11463876827452,0.253336072539825,0.2213133813146,0.0856803912086514,0.317084197216438,0.27377576307174,0.143597145340389,266.666666666667,277.777777777778,288.888888888889,258.068641762906,269.986586128509,252.609203435569,275.264691570427,285.568969427046,325.168574342209,122.315397867559,133.953111246622,150.809617399115,112.497409048831,115.667901678197,7.76461522713612,132.133386686287,152.238320815048,293.854619571095,NoP,Far,NoRefs
DISP,Sparse,NoP&Close,subj3,0.215823166520472,0.177870866153191,0.178500903245193,0.192043174795402,0.15423330912768,0.154567197738323,0.239603158245541,0.201508423178701,0.202434608752063,266.666666666667,322.222222222222,344.444444444444,252.871871436688,298.276805995848,310.685768457263,280.461461896646,346.167638448596,378.203120431626,219.13483365722,214.163688459718,256.919277723096,188.044947017598,173.788232568048,158.870717689847,250.224720296843,254.539144351388,354.967837756345,NoP,Near,NoRefs
DISP,Sparse,NoP&Far,subj3,0.291694518245574,0.228503784525089,0.166224568988034,0.261513359980285,0.202557366649826,0.12760929899499,0.321875676510862,0.254450202400352,0.204839838981078,244.444444444444,244.444444444444,244.444444444444,234.580548046173,233.492585344683,218.008286019964,254.308340842716,255.396303544206,270.880602868925,171.067410536366,181.40596108788,188.659624352363,143.326429605259,89.8561042343032,13.8619133318837,198.808391467473,272.955817941456,363.457335372842,NoP,Far,NoRefs
DISP,Sparse,NoP&Close,subj4,0.207428321282785,0.178605305236073,0.158896994587375,0.175989843358227,0.157091642166786,0.134552239681304,0.238866799207343,0.200118968305359,0.183241749493445,255.555555555556,300,355.555555555556,244.724164223722,277.643740912484,332.92523792323,266.386946887389,322.356259087516,378.185873187881,120.837424853901,199.893002839885,290.91261374287,108.463187960549,166.352554665665,194.842897114827,133.211661747254,233.433451014104,386.982330370913,NoP,Near,NoRefs
DISP,Sparse,NoP&Far,subj4,0.256568017343781,0.215076016110409,0.120373302022687,0.23606711425311,0.192229178506743,0.0977521602717934,0.277068920434453,0.237922853714076,0.142994443773581,255.555555555556,288.888888888889,288.888888888889,243.345618152116,252.973490544989,202.87264117115,267.765492958995,324.804287232789,374.905136606627,149.229189893186,235.192161386227,323.821622340791,135.155763633585,183.958683395555,194.970382826747,163.302616152788,286.425639376899,452.672861854835,NoP,Far,NoRefs
DISP,Sparse,NoP&Close,subj5,0.368311473245743,0.239245342447612,0.231229109722292,0.341663069147288,0.215443403014289,0.208603911140435,0.394959877344197,0.263047281880935,0.253854308304149,266.666666666667,288.888888888889,333.333333333333,256.546668911559,261.366608392735,283.026767693703,276.786664421774,316.411169385043,383.639898972963,144.148458305799,231.583418568979,304.551483375508,125.195135975499,212.505531406586,212.100592651221,163.1017806361,250.661305731372,397.002374099794,NoP,Near,NoRefs
DISP,Sparse,NoP&Far,subj5,0.426875612981465,0.349125381052064,0.184313327947942,0.40084516987264,0.328571142483892,0.143724229005158,0.45290605609029,0.369679619620236,0.224902426890726,255.555555555556,266.666666666667,255.555555555556,254.833629649045,256.605773081193,246.143279629609,256.277481462066,276.72756025214,264.967831481503,131.841386461899,190.943157949616,223.562069538375,121.629257414763,176.669680941029,26.435806975939,142.053515509034,205.216634958204,420.688332100811,NoP,Far,NoRefs
DISP,Sparse,NoP&Close,subj6,0.172388343797314,0.150555184662066,0.105009094575325,0.149894447943764,0.130117226090008,0.0821844648896683,0.194882239650865,0.170993143234123,0.127833724260981,288.888888888889,266.666666666667,644.444444444444,277.775555286138,230.975709218217,478.113242863447,300.00222249164,302.357624115117,810.775646025442,169.37668349654,181.473413405392,372.516335767855,130.505839977945,146.781854071757,100.114550726357,208.247527015135,216.164972739028,644.918120809352,NoP,Near,NoRefs
DISP,Sparse,NoP&Far,subj6,0.32477948765704,0.301780845281206,0.126839435631519,0.299936130182415,0.275544319722302,0.102012068991095,0.349622845131664,0.328017370840111,0.151666802271944,288.888888888889,288.888888888889,288.888888888889,277.786989212013,275.026733615207,230.926601468323,299.990788565765,302.751044162571,346.851176309455,140.121890185996,181.759293516387,219.223745138239,131.098761093113,162.613447987438,-102.49280228761,149.145019278879,200.905139045337,540.940292564089,NoP,Far,NoRefs
DISP,Rich,NoP&AllRefs&Close,subj1,0.255955961872893,0.218577636773968,0.245261281403044,0.221239323946629,0.179131994197483,0.216622090208742,0.290672599799157,0.258023279350452,0.273900472597346,300,355.555555555556,333.333333333333,290.432779079869,336.676859126235,315.924214504097,309.567220920131,374.434251984877,350.742452162569,153.012653731062,252.430178178518,214.086902429266,136.019984734866,204.939189432169,145.15420576637,170.005322727257,299.921166924867,283.019599092162,NoP,Near,AllRefs
DISP,Rich,NoP&AllRefs&Far,subj1,0.32671240498167,0.268937497405826,0.165468473870089,0.298681170607136,0.235786377796804,0.120091704392083,0.354743639356204,0.302088617014847,0.210845243348096,266.666666666667,255.555555555556,266.666666666667,254.82494104093,238.991267085288,213.152280543765,278.508392292404,272.119844025823,320.181052789569,124.099250510172,197.326959793594,250.651070037153,115.359168389841,155.067619517677,105.723874052592,132.839332630503,239.586300069512,395.578266021714,NoP,Far,AllRefs
DISP,Rich,NoP&JWalls&Close,subj1,0.237185271180306,0.217311609911383,0.213824184688274,0.20867745171651,0.178654132045405,0.188978458839958,0.265693090644101,0.255969087777361,0.238669910536589,288.888888888889,355.555555555556,322.222222222222,275.825664634685,331.417048146087,297.181988197152,301.952113143093,379.694062965024,347.262456247292,151.376272618906,258.142613177607,246.803536064603,135.050693292717,207.275678099249,175.661744290037,167.701851945095,309.009548255964,317.94532783917,NoP,Near,JustWalls
DISP,Rich,NoP&JWalls&Far,subj1,0.339045298135748,0.229751764792746,0.159935746696801,0.303419856847328,0.187296828886507,0.121678144390065,0.374670739424169,0.272206700698984,0.198193349003537,255.555555555556,255.555555555556,266.666666666667,244.89364822242,235.445110971938,230.747777006884,266.217462888691,275.666000139173,302.585556326449,124.105622791532,241.198599398443,222.963275281857,115.302003241475,207.167464298894,99.1806531234943,132.90924234159,275.229734497991,346.74589744022,NoP,Far,JustWalls
DISP,Rich,NoP&AllRefs&Close,subj2,0.198037578216635,0.113605775095364,0.111929944860059,0.156857411993506,0.0752969789990873,0.0631612571896465,0.239217744439764,0.15191457119164,0.160698632530471,266.666666666667,333.333333333333,344.444444444444,253.932644107184,254.575787171418,237.907936401828,279.40068922615,412.090879495249,450.980952487061,122.758743189879,194.523678664217,321.025763016857,107.815475516033,147.117249227599,117.191823929383,137.702010863725,241.930108100835,524.859702104331,NoP,Near,AllRefs
DISP,Rich,NoP&AllRefs&Far,subj2,0.301236167116214,0.265840130358189,0.15615564233174,0.267142097768046,0.242666980304089,0.12811521632539,0.335330236464383,0.289013280412288,0.184196068338089,266.666666666667,266.666666666667,266.666666666667,258.842373951921,257.536659205828,256.471145660783,274.490959381413,275.796674127505,276.86218767255,110.004383969969,131.542826375958,125.733703229328,104.233847970864,120.973333286247,98.1056619009409,115.774919969075,142.11231946567,153.361744557716,NoP,Far,AllRefs
DISP,Rich,NoP&JWalls&Close,subj2,0.192035336295667,0.123038424474266,0.0902709647727943,0.140943940132392,0.0757038584436755,0.0466621300083243,0.243126732458942,0.170372990504857,0.133879799537264,266.666666666667,333.333333333333,288.888888888889,253.327755453342,285.219319939999,68.2748037787108,280.005577879992,381.447346726667,509.502973999067,127.266782272099,180.269498186532,206.616063808005,110.559226600876,146.015221916607,-65.6045704032841,143.974337943323,214.523774456457,478.836698019295,NoP,Near,JustWalls
DISP,Rich,NoP&JWalls&Far,subj2,0.312998186386989,0.266069572203897,0.152036474575156,0.283045854432566,0.225675203546895,0.107680566717177,0.342950518341413,0.3064639408609,0.196392382433135,255.555555555556,255.555555555556,266.666666666667,245.236163119313,244.762980180987,243.798090081355,265.874947991798,266.348130930124,289.535243251979,111.069882036538,139.945268729802,124.758027572486,105.905813902477,121.244470588846,102.308220072994,116.233950170598,158.646066870758,147.207835071978,NoP,Far,JustWalls
DISP,Rich,NoP&AllRefs&Close,subj3,0.260966386672947,0.244917013098037,0.16855027754753,0.230875661152426,0.210803846565611,0.135991258289701,0.291057112193468,0.279030179630462,0.201109296805358,266.666666666667,255.555555555556,355.555555555556,246.461174591849,245.842118481626,329.220287735076,286.872158741484,265.268992629485,381.890823376035,214.85254331363,195.707077234795,286.047480142115,177.384717638466,178.892365016277,133.532552301216,252.320368988793,212.521789453313,438.562407983013,NoP,Near,AllRefs
DISP,Rich,NoP&AllRefs&Far,subj3,0.357319790554167,0.311808894477849,0.217745741741305,0.328838078734189,0.282278153649504,0.184965231987797,0.385801502374145,0.341339635306195,0.250526251494814,255.555555555556,255.555555555556,266.666666666667,252.037897747671,246.804899042086,249.437869066325,259.07321336344,264.306212069025,283.895464267008,162.279674279542,172.533595322717,225.088129500647,138.821601592518,137.259604130404,172.836974045318,185.737746966565,207.80758651503,277.339284955976,NoP,Far,AllRefs
DISP,Rich,NoP&JWalls&Close,subj3,0.276919558539498,0.248707470835183,0.177025839565099,0.255203039260469,0.214625487765784,0.147055974501867,0.298636077818527,0.282789453904582,0.206995704628332,277.777777777778,255.555555555556,377.777777777778,261.873165397395,242.095743861709,356.07793921045,293.68239015816,269.015367249402,399.477616345105,205.286378575761,214.805260378972,300.496999729886,188.086616444633,201.065528318871,208.159790605782,222.486140706889,228.544992439074,392.834208853991,NoP,Near,JustWalls
DISP,Rich,NoP&JWalls&Far,subj3,0.345068028918762,0.284783138024023,0.159977308061716,0.315657794285745,0.253441717246492,0.116930507604985,0.374478263551779,0.316124558801554,0.203024108518446,244.444444444444,255.555555555556,244.444444444444,232.452732432107,249.862245277398,137.183636261546,256.436156456782,261.248865833713,351.705252627342,185.548680729791,213.455241699219,314.920766581026,174.306972983569,170.65356063642,168.208231742376,196.790388476012,256.256922762018,461.633301419676,NoP,Far,JustWalls
DISP,Rich,NoP&AllRefs&Close,subj4,0.306720057671879,0.198969544405081,0.161355327710963,0.278473438190847,0.162384685496388,0.131924602331775,0.33496667715291,0.235554403313773,0.190786053090151,266.666666666667,277.777777777778,366.666666666667,260.346094325922,254.036305587743,301.054477125139,272.987239007412,301.519249967813,432.278856208195,112.482217581138,199.391960437097,357.693054664241,95.0465660649073,172.469730080165,303.124279189364,127.175656157315,249.752492142057,496.875720810636,NoP,Near,AllRefs
DISP,Rich,NoP&AllRefs&Far,subj4,0.322413327338364,0.205693151822402,0.114785040982721,0.294905024382613,0.182215790432491,0.0904470619727395,0.349921630294115,0.229170513212314,0.139123019992702,255.555555555556,244.444444444444,288.888888888889,246.650847270734,209.882876315889,67.0213476202784,264.460263840377,279.006012573,510.756430157499,116.351339496571,226.938986044089,489.952263649367,96.1475239139253,201.760724887897,214.290524482597,126.074698308297,264.905941778769,763.487253295181,NoP,Far,AllRefs
DISP,Rich,NoP&JWalls&Close,subj4,0.284742264194015,0.232623705300211,0.155229807157849,0.262398813832187,0.212485518459614,0.130948397511389,0.307085714555842,0.252761892140809,0.17951121680431,266.666666666667,288.888888888889,377.777777777778,260.258450605294,279.804579477978,338.899969058421,273.074882728039,297.9731982998,416.655586497134,107.257087921616,192.290173703994,358.388998780886,77.5582073065601,167.145564373191,295.0896231353,122.44179269344,255.076657849031,482.688154642478,NoP,Near,JustWalls
DISP,Rich,NoP&JWalls&Far,subj4,0.345701535232895,0.236254178606252,0.132192615532848,0.31996890445897,0.203024017405986,0.105466052212231,0.37143416600682,0.269484339806518,0.158919178853466,255.555555555556,255.555555555556,277.777777777778,244.850982224665,237.536484168842,123.169420330725,266.260128886446,273.574626942269,432.38613522483,112.225362774065,227.251422785353,378.780301625939,94.9567697452157,190.157197448261,342.946836815943,127.265452477006,254.287246996184,834.830940961834,NoP,Far,JustWalls
DISP,Rich,NoP&AllRefs&Close,subj5,0.348643148417962,0.255154735121686,0.203885929159352,0.3276324622739,0.235477051952216,0.185465621115679,0.369653834562024,0.274832418291156,0.222306237203025,244.444444444444,311.111111111111,288.888888888889,239.172051585638,287.553234101145,213.801382405739,249.716837303251,334.668988121077,363.976395372039,102.440371473886,266.778209713647,247.73526818664,91.4057967073622,216.858557872482,153.524254199604,113.474946240409,316.697861554811,341.946282173676,NoP,Near,AllRefs
DISP,Rich,NoP&AllRefs&Far,subj5,0.374765004541458,0.312230667912418,0.166155667226035,0.33603039754376,0.283807869292051,0.142945404125273,0.413499611539156,0.340653466532786,0.189365930326797,255.555555555556,255.555555555556,255.555555555556,244.911255915627,240.134691263389,215.725399919053,266.199855195484,270.976419847722,295.385711192058,133.286628056884,235.430928612275,228.507874101362,121.693607635612,200.285408962223,111.656559788296,144.879648478156,270.576448262328,345.359188414428,NoP,Far,AllRefs
DISP,Rich,NoP&JWalls&Close,subj5,0.352924230894815,0.245534183721373,0.195505448544528,0.318743899319613,0.225954710893638,0.171267927030728,0.387104562470017,0.265113656549108,0.219742970058328,244.444444444444,244.444444444444,288.888888888889,236.663566416243,199.993153660604,255.906969130376,252.225322472646,288.895735228285,321.870808647402,103.146903481795,212.41745518475,216.624731942572,93.4932809226309,156.829629485572,155.151160434505,112.80052604096,268.005280883927,278.09830345064,NoP,Near,JustWalls
DISP,Rich,NoP&JWalls&Far,subj5,0.387491144934019,0.3098199973002,0.138472280358479,0.349566255191418,0.282080968914641,0.116187447469274,0.425416034676619,0.33755902568576,0.160757113247685,244.444444444444,255.555555555556,244.444444444444,239.419174931566,244.685219174123,124.42018752552,249.469713957323,266.425891936988,364.468701363368,116.428199640054,213.897572975932,236.97106439364,107.402031970833,194.715919052495,-75.5965958010597,125.454367309275,233.07922689937,549.53872458834,NoP,Far,JustWalls
DISP,Rich,NoP&AllRefs&Close,subj6,0.199685523685591,0.150240045831751,0.202273362365656,0.174529949678627,0.127014080732058,0.157179158807926,0.224841097692554,0.173466010931443,0.247367565923386,277.777777777778,322.222222222222,322.222222222222,268.186568855408,263.401395439913,292.604976136371,287.368986700148,381.043049004531,351.839468308073,156.237145092384,199.564661986025,191.2156920287,131.525894005727,158.843150468942,126.343221386322,180.948396179042,240.286173503108,256.088162671077,NoP,Near,AllRefs
DISP,Rich,NoP&AllRefs&Far,subj6,0.324781761014446,0.243282240511561,0.112185616033404,0.296098968384235,0.205652248040479,0.0814107829934315,0.353464553644657,0.280912232982643,0.142960449073377,277.777777777778,266.666666666667,277.777777777778,267.581434523486,256.670760902193,12.0663754025984,287.97412103207,276.66257243114,543.489180152957,118.811426568225,159.968534655264,170.709996081288,107.987676096052,143.770174519029,-45.1546355400839,129.635177040399,176.166894791499,386.574627702659,NoP,Far,AllRefs
DISP,Rich,NoP&JWalls&Close,subj6,0.209450584414854,0.167561855749174,0.199757674906708,0.182882672007905,0.143798082796104,0.177603078309566,0.236018496821802,0.191325628702244,0.22191227150385,277.777777777778,255.555555555556,333.333333333333,269.462955561336,188.78236685316,310.651604080159,286.09259999422,322.328744257951,356.015062586508,130.93000285753,204.541424741301,234.040964042329,108.192008225276,153.083345876968,181.841558677137,153.667997489784,255.999503605634,286.240369407521,NoP,Near,JustWalls
DISP,Rich,NoP&JWalls&Far,subj6,0.338270038923979,0.296351442197191,0.136233680953312,0.304070642161067,0.265759512666845,0.103524940118748,0.37246943568689,0.326943371727537,0.168942421787876,277.777777777778,255.555555555556,255.555555555556,267.104639989769,244.424782644823,135.836400004354,288.450915565787,266.686328466288,375.274711106757,117.814934470315,149.619154976281,130.793151577403,108.423214697664,122.319325150551,21.1056782648592,127.206654242965,176.918984802011,240.480624889947,NoP,Far,JustWalls
