Experiment,Environment,Condition,WhichSubj,PeakCorr_1,PeakCorr_2,PeakCorr_3,PeakLCI_1,PeakLCI_2,PeakLCI_3,PeakUCI_1,PeakUCI_2,PeakUCI_3,LagAtPeak_1,LagAtPeak_2,LagAtPeak_3,LagLCI_1,LagLCI_2,LagLCI_3,LagUCI_1,LagUCI_2,LagUCI_3,WidthHalfPeak_1,WidthHalfPeak_2,WidthHalfPeak_3,WidthLCI_1,WidthLCI_2,WidthLCI_3,WidthUCI_1,WidthUCI_2,WidthUCI_3,isP,vdist,isRefs
VDIST,Rich,NoP&AllRefs&Far,subj2,0.239271424127578,0.197566528115744,0.143269907984404,0.20180102401631,0.163633146670059,0.113845319565009,0.276741824238847,0.23149990956143,0.172694496403799,266.666666666667,255.555555555556,522.222222222222,253.945541485267,244.368890099623,420.161671625619,279.387791848066,266.742221011488,624.282772818825,146.252413219396,193.710214679531,433.565265813763,130.01948531246,155.008585933086,276.20749094756,162.485341126331,232.411843425976,590.923040679966,NoP,Far,AllRefs
VDIST,Rich,NoP&JWalls&Close,subj2,0.342777004597721,0.259325318496798,0.206314233690485,0.284570602008978,0.203231050869038,0.16998877131555,0.400983407186465,0.315419586124558,0.242639696065421,255.555555555556,311.111111111111,322.222222222222,243.594630687726,281.435218648832,290.894974599037,267.516480423385,340.78700357339,353.549469845407,133.721423446917,214.911573716908,314.480991535162,117.780793758119,189.799428004576,222.956944324451,149.662053135715,240.023719429241,406.005038745873,NoP,Near,JustWalls
VDIST,Rich,NoP&JWalls&Far,subj2,0.266853620695011,0.186808863389242,0.13716657220127,0.225570600775688,0.142906685801134,0.0958989003291761,0.308136640614333,0.23071104097735,0.178434244073364,266.666666666667,244.444444444444,411.111111111111,256.038501370177,202.309434305438,265.81372192537,277.294831963157,286.579454583451,556.408500296852,137.705953300608,203.267692825264,492.244170160143,124.211478399741,166.385660324065,272.797664842628,151.200428201475,240.149725326462,711.690675477657,NoP,Far,JustWalls
VDIST,Rich,P&AllRefs&Close,subj3,0.387097441999924,0.341369859020518,0.307481747321271,0.351568461084941,0.313906761037595,0.269927390374149,0.422626422914906,0.368832957003441,0.345036104268393,266.666666666667,255.555555555556,266.666666666667,255.663138273688,245.384027578222,235.13612995167,277.670195059645,265.727083532889,298.197203381664,144.117266628786,195.235598004342,189.666095973995,122.504944380594,173.580986967073,147.173309735045,165.729588876977,216.89020904161,232.158882212945,P,Near,AllRefs
VDIST,Rich,P&AllRefs&Far,subj3,0.317849077852278,0.28140937224583,0.19934775114622,0.286828184304327,0.241608023539681,0.17744350832913,0.348869971400229,0.321210720951979,0.22125199396331,266.666666666667,255.555555555556,300,257.128203271809,244.35393784085,251.649474952293,276.205130061525,266.757173270261,348.350525047707,147.455271184262,176.40401834515,234.461632022695,131.735850879403,163.957396155663,12.9957038500535,163.174691489121,188.850640534636,455.927560195337,P,Far,AllRefs
VDIST,Rich,P&JWalls&Close,subj3,0.350506122738279,0.291460712202685,0.316437161763076,0.307841455596506,0.263286198273555,0.288540412702498,0.393170789880052,0.319635226131814,0.344333910823653,266.666666666667,266.666666666667,277.777777777778,259.539366230504,257.692521897427,253.653355098069,273.79396710283,275.640811435907,301.902200457487,164.04623835506,232.303083210201,189.26983078061,125.592852934196,202.312246650352,171.425103707451,202.499623775924,262.293919770051,207.114557853769,P,Near,JustWalls
VDIST,Rich,P&JWalls&Far,subj3,0.338736512400714,0.289131624843641,0.210237876282376,0.306758229126477,0.255563982099535,0.167283673420201,0.37071479567495,0.322699267587746,0.253192079144551,255.555555555556,266.666666666667,311.111111111111,244.674805828852,252.4878665225,285.934668145716,266.436305282259,280.845466810833,336.287554076506,157.14099191567,178.064263239538,234.03038230175,125.047958145382,165.10572584366,67.1176935404735,189.234025685958,191.022800635415,400.943071063026,P,Far,JustWalls
VDIST,Rich,NoP&AllRefs&Close,subj3,0.338937660103317,0.318454069965017,0.258414310774701,0.306206267836258,0.278803237759396,0.225809456039794,0.371669052370377,0.358104902170639,0.291019165509607,266.666666666667,266.666666666667,277.777777777778,255.548883905937,251.921231898971,247.977272530806,277.784449427396,281.412101434362,307.578283024749,173.95288224762,187.162862075851,282.936729897303,144.349324447266,168.763933416331,160.404976039238,203.556440047973,205.56179073537,405.468483755368,NoP,Near,AllRefs
VDIST,Rich,NoP&AllRefs&Far,subj3,0.296638657272435,0.292861712253552,0.160618449198843,0.251955120648597,0.260665625542954,0.125328048017642,0.341322193896274,0.325057798964149,0.195908850380045,266.666666666667,255.555555555556,355.555555555556,258.393104790372,245.596539382429,269.475624091006,274.940228542962,265.514571728682,441.635487020105,171.249608923776,189.151917786523,539.052099606985,147.199464088626,173.83330670432,321.933867689827,195.299753758925,204.470528868725,756.170331524143,NoP,Far,AllRefs
VDIST,Rich,NoP&JWalls&Close,subj3,0.378399782408316,0.314833459634162,0.271223859657239,0.336105527946632,0.276542104951896,0.226382903175754,0.42069403687,0.353124814316429,0.316064816138724,266.666666666667,266.666666666667,277.777777777778,255.184499668623,254.549163746622,253.274349344422,278.148833664711,278.784169586712,302.281206211134,150.521515933196,197.658438140089,189.968542796239,138.336018006158,178.030242949316,99.5077373661168,162.707013860233,217.286633330862,280.429348226361,NoP,Near,JustWalls
VDIST,Rich,NoP&JWalls&Far,subj3,0.333309063823624,0.312061514082365,0.139403005069643,0.312880757561563,0.284111478844797,0.109802960527994,0.353737370085686,0.340011549319933,0.169003049611292,255.555555555556,255.555555555556,288.888888888889,244.507229400002,241.679221064047,-52.3753994143191,266.603881711109,269.431890047064,630.153177192097,158.728933590392,186.188594941276,637.84628122399,134.867840281887,170.208455548408,329.609490090447,182.590026898896,202.168734334144,946.083072357532,NoP,Far,JustWalls
VDIST,Rich,P&AllRefs&Close,subj4,0.337927254828256,0.302487832382263,0.284950467454767,0.299037520285356,0.273483941290686,0.239583068035778,0.376816989371155,0.33149172347384,0.330317866873756,255.555555555556,300,288.888888888889,253.869522393259,287.63689274416,268.818659463157,257.241588717852,312.36310725584,308.959118314621,107.165663376678,205.125315265672,215.854393983861,93.9221956685507,190.856742896735,161.843335730007,120.409131084806,219.393887634609,269.865452237715,P,Near,AllRefs
VDIST,Rich,P&AllRefs&Far,subj4,0.276148035342055,0.184372054863024,0.189364789852805,0.256468490340129,0.15096110140694,0.159268483600157,0.295827580343981,0.217783008319107,0.219461096105453,255.555555555556,311.111111111111,522.222222222222,244.751551893647,276.00990198715,473.940790162524,266.359559217465,346.212320235072,570.50365428192,111.222705706613,198.488480415056,429.664572901908,95.8155563634905,151.476792621581,342.771728500257,126.629855049735,245.500168208531,516.557417303559,P,Far,AllRefs
VDIST,Rich,P&JWalls&Close,subj4,0.384212158426446,0.293033974461631,0.289485126006323,0.36172118103686,0.264255712726635,0.258379308236847,0.406703135816031,0.321812236196626,0.320590943775798,255.555555555556,300,311.111111111111,248.1656166772,276.472754944756,285.753955325234,262.945494433911,323.527245055244,336.468266896988,116.712174873064,204.542185945865,268.188699884152,104.396758271646,184.342139609766,238.365934401598,129.027591474483,224.742232281965,298.011465366705,P,Near,JustWalls
VDIST,Rich,P&JWalls&Far,subj4,0.299523817777474,0.198922847903687,0.157676504119947,0.275219881771273,0.163965271633137,0.133914344962557,0.323827753783676,0.233880424174236,0.181438663277338,266.666666666667,277.777777777778,377.777777777778,255.757302090843,255.726415033267,240.398973405496,277.57603124249,299.829140522289,515.156582150059,105.371758548436,198.288665278237,510.943529674877,94.4066249149132,163.289016791532,351.351272939393,116.336892181958,233.288313764941,670.535786410361,P,Far,JustWalls
VDIST,Rich,NoP&AllRefs&Close,subj4,0.357426632278254,0.290196961181559,0.229013198401472,0.318070496347893,0.258211609716513,0.198506522155401,0.396782768208614,0.322182312646604,0.259519874647543,266.666666666667,300,333.333333333333,256.095001048831,281.768733990097,284.673380323136,277.238332284502,318.231266009903,381.99328634353,132.824107286427,211.467693502813,322.424251607204,116.268140835486,187.923338952294,207.792869023007,149.380073737369,235.012048053332,437.0556341914,NoP,Near,AllRefs
VDIST,Rich,NoP&AllRefs&Far,subj4,0.258642506468371,0.208929250680838,0.169826923372865,0.234433862573764,0.179800692770606,0.132827955530395,0.282851150362978,0.23805780859107,0.206825891215334,277.777777777778,288.888888888889,477.777777777778,267.0450075094,215.894611403815,368.130581780935,288.510548046156,361.883166373963,587.42497377462,133.925005342268,232.960002775552,424.108481805071,109.569753919806,173.035260429795,275.389242717679,158.28025676473,292.884745121309,572.827720892463,NoP,Far,AllRefs
VDIST,Rich,NoP&JWalls&Close,subj4,0.381296730629644,0.283957397514384,0.268239021693215,0.360589976959415,0.25439124801108,0.242084542724433,0.402003484299874,0.313523547017689,0.294393500661998,266.666666666667,333.333333333333,322.222222222222,260.871697363155,312.923229811697,279.288840550266,272.461635970179,353.743436854969,365.155603894179,123.467573482551,235.260654430706,305.824863056885,111.645372508609,212.542490195702,222.887795560101,135.289774456492,257.97881866571,388.761930553669,NoP,Near,JustWalls
VDIST,Rich,NoP&JWalls&Far,subj4,0.288299822966209,0.229661332794017,0.162765829198917,0.254975624527825,0.202354312027504,0.136304259207799,0.321624021404593,0.256968353560529,0.189227399190036,266.666666666667,288.888888888889,400,254.580365114098,265.227106431735,221.450573595227,278.752968219235,312.550671346043,578.549426404773,122.991994438502,211.239434596382,588.84527362846,102.021661325393,191.318847705125,366.34352941571,143.962327551611,231.160021487639,811.34701784121,NoP,Far,JustWalls
VDIST,Rich,P&AllRefs&Close,subj5,0.446825916644816,0.302393642625798,0.329437055179502,0.414650032791594,0.25810302276421,0.300197184724359,0.479001800498037,0.346684262487386,0.358676925634646,244.444444444444,244.444444444444,255.555555555556,235.373018589588,216.665826549172,224.980184748341,253.5158702993,272.223062339717,286.13092636277,134.049291007645,229.673007530966,220.453129879241,115.820768668797,182.177638121932,175.532552331185,152.277813346492,277.168376939999,265.373707427298,P,Near,AllRefs
VDIST,Rich,P&AllRefs&Far,subj5,0.390723158668954,0.341373497532111,0.152397426829559,0.342186832451186,0.316310940223299,0.125515450093376,0.439259484886721,0.366436054840924,0.179279403565742,244.444444444444,244.444444444444,344.444444444444,234.054196765592,235.917660423642,123.142317567337,254.834692123297,252.971228465247,565.746571321552,122.278897380944,188.105381626886,668.449582551015,114.988933877398,162.403320484732,422.067422307659,129.568860884489,213.807442769039,914.831742794371,P,Far,AllRefs
VDIST,Rich,P&JWalls&Close,subj5,0.441487427724996,0.286083366392409,0.325034764904242,0.416828971149945,0.257135430286977,0.298806291188033,0.466145884300046,0.31503130249784,0.351263238620451,233.333333333333,255.555555555556,244.444444444444,224.278186789088,182.196309556138,233.20486188887,242.388479877578,328.914801554973,255.684027000019,128.459757482522,254.535257709586,200.225138974412,112.41536305059,197.688957184645,172.528299388371,144.504151914454,311.381558234528,227.921978560453,P,Near,JustWalls
VDIST,Rich,P&JWalls&Far,subj5,0.419005485614577,0.337818923085198,0.154379428025837,0.384609963837782,0.298236470561125,0.127246606477819,0.453401007391372,0.377401375609271,0.181512249573855,255.555555555556,244.444444444444,744.444444444444,245.101064545553,238.665021328005,346.098550024101,266.010046565558,250.223867560884,1142.79033886479,121.436820443521,196.213753230541,870.218332769841,112.272127537328,174.28920848098,564.751134863059,130.601513349714,218.138297980102,1175.68553067662,P,Far,JustWalls
VDIST,Rich,NoP&AllRefs&Close,subj5,0.431608146045245,0.280048613077696,0.329290033427654,0.404695748104162,0.238140126351889,0.286726061400102,0.458520543986327,0.321957099803503,0.371854005455206,244.444444444444,244.444444444444,244.444444444444,236.079229922425,189.53306348731,228.705908151846,252.809658966464,299.355825401579,260.182980737043,138.794191210216,239.795874880168,184.481055093315,129.317291336707,176.023578707443,141.706550764531,148.271091083724,303.568171052892,227.255559422099,NoP,Near,AllRefs
VDIST,Rich,NoP&AllRefs&Far,subj5,0.424697991016896,0.323734370662666,0.148399970247391,0.39889341298446,0.298839194518286,0.124912353442037,0.450502569049333,0.348629546807046,0.171887587052745,255.555555555556,244.444444444444,377.777777777778,244.671910146706,235.249713318795,132.765775825402,266.439200964405,253.639175570094,622.789779730154,125.89105640293,206.310697404899,653.707909591927,110.778151305368,179.001604301339,387.257172629941,141.003961500492,233.619790508459,920.158646553913,NoP,Far,AllRefs
VDIST,Rich,NoP&JWalls&Close,subj5,0.419640926371501,0.283124376266801,0.239314065395469,0.400481551044824,0.254116316559142,0.198257409389503,0.438800301698178,0.31213243597446,0.280370721401435,244.444444444444,244.444444444444,255.555555555556,235.680108904964,171.464102178654,198.304042291354,253.208779983925,317.424786710235,312.807068819757,143.343253938439,228.069744423364,315.140512758233,112.487031546169,177.651882965773,194.718469235779,174.199476330709,278.487605880956,435.562556280688,NoP,Near,JustWalls
VDIST,Rich,NoP&JWalls&Far,subj5,0.431386532887181,0.301256676358714,0.155122075877283,0.40685660805522,0.279871522909878,0.130374869673281,0.455916457719142,0.322641829807549,0.179869282081284,244.444444444444,244.444444444444,366.666666666667,234.122954660906,233.246711176399,211.459897733666,254.765934227983,255.64217771249,521.873435599667,132.211591045892,212.611958298989,825.756960236199,107.745937204229,195.707594142376,434.26439699967,156.677244887556,229.516322455603,1217.24952347273,NoP,Far,JustWalls
VDIST,Rich,P&AllRefs&Close,subj6,0.33915416795795,0.310300486903096,0.196157967866833,0.3026935444002,0.276084945702163,0.149922939586988,0.3756147915157,0.34451602810403,0.242392996146678,277.777777777778,244.444444444444,255.555555555556,272.310618052241,233.023640154134,142.357408865862,283.244937503314,255.865248734755,368.753702245249,123.650907039255,163.043214323443,413.620505800958,114.724240017573,146.745411006099,167.076874673289,132.577574060937,179.341017640786,660.164136928627,P,Near,AllRefs
